MONTH,WEEKOFMONTH,DAYOFWEEK,MAKE,ACCIDENTAREA,DAYOFWEEKCLAIMED,MONTHCLAIMED,WEEKOFMONTHCLAIMED,SEX,MARITALSTATUS,AGE,FAULT,POLICYTYPE,VEHICLECATEGORY,VEHICLEPRICE,REPNUMBER,DEDUCTIBLE,DRIVERRATING,DAYS_POLICY_ACCIDENT,DAYS_POLICY_CLAIM,PASTNUMBEROFCLAIMS,AGEOFVEHICLE,AGEOFPOLICYHOLDER,POLICEREPORTFILED,WITNESSPRESENT,AGENTTYPE,NUMBEROFSUPPLIMENTS,ADDRESSCHANGE_CLAIM,NUMBEROFCARS,YEAR,BASEPOLICY,FRAUDFOUND
Mar,2,Tuesday,Honda,Urban,Wednesday,Apr,1,Male,Married,31,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,12,400,2,more_than_30,more_than_30,more_than_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Apr,2,Sunday,Pontiac,Urban,Tuesday,Apr,2,Female,Single,37,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,1,400,2,more_than_30,more_than_30,1,5_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
May,5,Monday,Toyota,Urban,Thursday,Jun,1,Male,Married,80,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,12,400,3,more_than_30,more_than_30,more_than_4,more_than_7,over_65,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Nov,1,Wednesday,Pontiac,Urban,Friday,Nov,3,Male,Married,38,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,5,400,3,more_than_30,more_than_30,none,more_than_7,36_to_40,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Sep,2,Wednesday,Pontiac,Urban,Tuesday,Sep,3,Male,Married,38,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,14,400,2,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1996,All_Perils,No
Dec,2,Tuesday,Pontiac,Urban,Monday,Dec,3,Male,Married,52,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,4,400,2,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
Sep,1,Sunday,Toyota,Urban,Tuesday,Sep,1,Male,Married,62,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,11,400,3,more_than_30,more_than_30,none,7_years,51_to_65,No,No,External,none,4_to_8_years,2-vehicles,1996,Collision,No
Apr,1,Thursday,Toyota,Urban,Monday,Apr,2,Male,Single,32,Third_Party,Sedan-Collision,Sedan,20000_to_29000,9,400,2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1996,Collision,No
Aug,4,Monday,Chevrolet,Urban,Tuesday,Aug,5,Male,Married,52,Policy_Holder,Sedan-Liability,Sport,more_than_69000,2,400,3,more_than_30,more_than_30,1,7_years,41_to_50,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Aug,3,Friday,Toyota,Urban,Friday,Aug,3,Male,Married,45,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,7,400,1,more_than_30,more_than_30,2_to_4,more_than_7,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
May,1,Monday,Chevrolet,Urban,Tuesday,May,3,Male,Single,27,Policy_Holder,Sedan-Liability,Sport,more_than_69000,10,400,3,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1996,Liability,No
Apr,3,Sunday,Chevrolet,Urban,Monday,Apr,3,Male,Married,57,Policy_Holder,Sedan-Liability,Sport,40000_to_59000,6,400,4,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
Jan,5,Monday,Pontiac,Urban,Tuesday,Feb,1,Male,Single,28,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,9,400,4,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Aug,5,Monday,Toyota,Urban,Monday,Sep,3,Male,Married,60,Third_Party,Sedan-Liability,Sport,30000_to_39000,12,400,3,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,1_to_2,no_change,1-vehicle,1996,Liability,No
Dec,3,Wednesday,Ford,Urban,Thursday,Dec,5,Male,Married,49,Policy_Holder,Utility-All_Perils,Utility,more_than_69000,14,400,3,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Oct,3,Tuesday,Pontiac,Urban,Tuesday,Oct,3,Male,Single,29,Policy_Holder,Sedan-Liability,Sport,less_than_20000,13,400,1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
Oct,1,Saturday,Ford,Urban,Monday,Oct,1,Male,Married,50,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,11,400,2,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1996,Liability,No
Aug,1,Monday,Toyota,Urban,Friday,Oct,4,Male,Married,49,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,2,400,4,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,4_to_8_years,2-vehicles,1996,All_Perils,No
Jul,2,Tuesday,Honda,Urban,Wednesday,Aug,3,Male,Single,42,Policy_Holder,Sedan-Collision,Sedan,less_than_20000,10,400,4,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Nov,3,Thursday,Honda,Urban,Tuesday,Nov,4,Female,Married,40,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,12,400,3,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Nov,3,Wednesday,Mazda,Urban,Wednesday,Nov,4,Male,Married,38,Third_Party,Sport-Collision,Sport,more_than_69000,5,400,3,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Jan,2,Tuesday,Pontiac,Urban,Tuesday,Jan,2,Male,Single,52,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,12,700,4,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1996,All_Perils,No
Dec,3,Friday,Pontiac,Urban,Tuesday,Jan,4,Male,Married,33,Policy_Holder,Sedan-Liability,Sport,more_than_69000,12,400,3,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Nov,2,Wednesday,Honda,Urban,Tuesday,Jan,1,Male,Married,40,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,15,400,4,more_than_30,more_than_30,none,more_than_7,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1995,All_Perils,No
Dec,2,Tuesday,Pontiac,Urban,Tuesday,Jan,2,Male,Married,29,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,3,400,3,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Dec,5,Tuesday,Pontiac,Urban,Friday,Jan,2,Male,Married,52,Policy_Holder,Sedan-Liability,Sport,40000_to_59000,15,400,1,more_than_30,more_than_30,more_than_4,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Dec,5,Tuesday,Mazda,Rural,Wednesday,Jan,2,Male,Married,48,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,12,400,4,more_than_30,more_than_30,none,7_years,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1995,All_Perils,No
Jan,1,Saturday,Pontiac,Urban,Friday,Jan,2,Male,Married,41,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,1,400,2,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jan,1,Saturday,Honda,Rural,Tuesday,Jan,1,Male,Single,0,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,4,400,3,more_than_30,more_than_30,none,new,16_to_17,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Feb,3,Tuesday,Toyota,Urban,Wednesday,Feb,3,Female,Married,55,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,10,400,1,more_than_30,more_than_30,none,7_years,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Feb,2,Saturday,Honda,Urban,Monday,Feb,2,Male,Single,31,Policy_Holder,Sedan-Liability,Sport,more_than_69000,13,400,2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1995,Liability,No
Feb,2,Wednesday,Mazda,Urban,Tuesday,Feb,4,Male,Married,27,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,16,400,1,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jun,3,Tuesday,Pontiac,Rural,Thursday,Jun,4,Male,Single,22,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,1,400,2,more_than_30,more_than_30,more_than_4,5_years,26_to_30,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Jan,3,Friday,Mazda,Urban,Monday,Jan,3,Male,Single,32,Third_Party,Sedan-Liability,Sport,30000_to_39000,8,400,3,more_than_30,more_than_30,more_than_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jan,1,Monday,Honda,Urban,Tuesday,Jan,1,Male,Single,0,Policy_Holder,Sedan-Liability,Sport,more_than_69000,5,400,3,more_than_30,more_than_30,more_than_4,new,16_to_17,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Aug,1,Tuesday,Chevrolet,Urban,Wednesday,Aug,1,Male,Married,55,Third_Party,Sedan-Liability,Sport,40000_to_59000,4,400,1,more_than_30,more_than_30,none,6_years,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Feb,4,Wednesday,Pontiac,Urban,Friday,Feb,4,Male,Single,31,Third_Party,Sedan-Collision,Sedan,20000_to_29000,15,400,3,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,No
Jul,1,Saturday,VW,Urban,Monday,Jul,1,Male,Married,42,Policy_Holder,Sedan-Liability,Sport,40000_to_59000,1,400,1,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Aug,5,Monday,Honda,Urban,Wednesday,Aug,5,Male,Married,44,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,6,400,1,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Feb,3,Tuesday,Pontiac,Urban,Thursday,Feb,3,Male,Married,62,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,15,400,1,more_than_30,more_than_30,2_to_4,5_years,51_to_65,Yes,No,External,none,1_year,1-vehicle,1995,All_Perils,No
Feb,4,Thursday,Accura,Urban,Monday,Mar,1,Male,Married,50,Third_Party,Sedan-Collision,Sedan,40000_to_59000,8,400,2,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Jan,3,Saturday,Pontiac,Rural,Tuesday,Jan,3,Male,Married,41,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,8,400,4,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,1_to_2,4_to_8_years,2-vehicles,1995,All_Perils,No
Feb,4,Wednesday,Toyota,Rural,Wednesday,Feb,4,Male,Single,40,Third_Party,Sedan-Collision,Sedan,more_than_69000,4,400,4,more_than_30,more_than_30,none,6_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1996,Collision,No
Dec,2,Wednesday,Nisson,Urban,Friday,Dec,3,Male,Married,52,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,12,400,3,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Nov,5,Tuesday,Chevrolet,Urban,Friday,Dec,2,Male,Married,63,Policy_Holder,Sedan-Liability,Sport,more_than_69000,8,400,1,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,none,4_to_8_years,2-vehicles,1996,Liability,No
Oct,4,Wednesday,Mazda,Urban,Thursday,Oct,4,Male,Married,36,Third_Party,Sedan-Collision,Sedan,30000_to_39000,3,400,3,more_than_30,more_than_30,none,more_than_7,36_to_40,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Aug,2,Wednesday,Toyota,Urban,Wednesday,Aug,3,Male,Married,44,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,5,400,3,more_than_30,more_than_30,2_to_4,more_than_7,36_to_40,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Feb,3,Friday,Accura,Urban,Wednesday,Mar,1,Male,Single,33,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,14,400,3,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,All_Perils,No
Apr,2,Monday,Mazda,Urban,Thursday,May,1,Female,Married,60,Third_Party,Sedan-Collision,Sedan,30000_to_39000,7,400,3,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
May,2,Friday,Mazda,Urban,Thursday,Jun,1,Male,Married,47,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,4,400,4,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Apr,2,Friday,Mazda,Urban,Monday,Apr,2,Female,Single,28,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,3,400,2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Dec,5,Saturday,Pontiac,Urban,Monday,Jan,2,Female,Married,33,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,11,400,2,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Oct,3,Friday,Pontiac,Urban,Friday,Oct,3,Male,Single,27,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,5,400,1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Jun,5,Thursday,Pontiac,Rural,Tuesday,Jul,1,Male,Married,45,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,3,400,2,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Aug,3,Thursday,Pontiac,Urban,Monday,Aug,4,Male,Married,51,Policy_Holder,Sedan-Collision,Sedan,more_than_69000,9,400,4,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,3_to_4,1996,Collision,No
Apr,4,Monday,Mazda,Urban,Tuesday,May,1,Male,Single,21,Third_Party,Sedan-Collision,Sedan,20000_to_29000,10,400,1,more_than_30,more_than_30,more_than_4,5_years,26_to_30,No,No,External,1_to_2,no_change,1-vehicle,1996,Collision,No
Apr,3,Saturday,Honda,Urban,Monday,Apr,3,Male,Married,34,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,9,400,1,more_than_30,more_than_30,more_than_4,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Jan,3,Tuesday,Chevrolet,Urban,Tuesday,Jan,3,Male,Married,58,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,11,500,3,more_than_30,more_than_30,none,more_than_7,51_to_65,No,No,External,none,2_to_3_years,1-vehicle,1996,Liability,No
Sep,4,Tuesday,Honda,Urban,Wednesday,Sep,4,Male,Married,30,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,10,400,2,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Oct,1,Tuesday,Mazda,Urban,Tuesday,Oct,1,Male,Single,32,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,14,400,2,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,Internal,none,no_change,1-vehicle,1996,Liability,No
Oct,1,Thursday,Pontiac,Urban,Tuesday,Oct,3,Male,Married,29,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,9,400,3,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,1_to_2,1_year,2-vehicles,1996,Collision,No
Jan,2,Monday,Honda,Urban,Monday,Jan,2,Male,Single,33,Third_Party,Sedan-All_Perils,Sedan,less_than_20000,12,400,1,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,3_to_5,4_to_8_years,2-vehicles,1995,All_Perils,No
Sep,2,Monday,Honda,Urban,Wednesday,Sep,4,Male,Single,26,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,1,400,3,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Mar,2,Monday,Honda,Urban,Wednesday,Mar,3,Male,Single,0,Policy_Holder,Sedan-Collision,Sedan,more_than_69000,15,400,3,more_than_30,more_than_30,2_to_4,new,16_to_17,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Mar,1,Thursday,Accura,Rural,Friday,Mar,3,Male,Married,34,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,16,400,3,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Mar,1,Friday,Pontiac,Urban,Saturday,Mar,1,Male,Married,47,Third_Party,Sedan-All_Perils,Sedan,30000_to_39000,2,400,4,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Feb,3,Tuesday,Pontiac,Urban,Friday,Feb,3,Male,Married,45,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,3,400,2,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Feb,1,Saturday,Mazda,Urban,Monday,Feb,2,Male,Married,63,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,6,400,2,more_than_30,more_than_30,1,7_years,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Feb,1,Thursday,Pontiac,Urban,Thursday,Feb,1,Male,Married,53,Third_Party,Sedan-Liability,Sport,20000_to_29000,14,400,3,more_than_30,more_than_30,1,7_years,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Apr,2,Thursday,Honda,Urban,Friday,Apr,2,Male,Married,68,Third_Party,Sedan-Collision,Sedan,20000_to_29000,12,400,3,more_than_30,more_than_30,1,more_than_7,over_65,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Jan,1,Friday,Pontiac,Rural,Thursday,Jan,2,Male,Married,52,Third_Party,Sedan-Collision,Sedan,less_than_20000,4,700,3,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Jan,1,Thursday,Mazda,Urban,Tuesday,Jan,2,Female,Married,33,Third_Party,Sedan-Liability,Sport,20000_to_29000,16,400,3,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jan,2,Friday,Honda,Urban,Monday,Jan,2,Male,Single,27,Policy_Holder,Sport-Collision,Sport,more_than_69000,10,400,1,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Jan,2,Thursday,Honda,Urban,Monday,Jan,3,Male,Single,0,Policy_Holder,Sedan-Collision,Sedan,more_than_69000,2,400,3,more_than_30,more_than_30,none,new,16_to_17,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Jan,3,Wednesday,Honda,Urban,Tuesday,Jan,4,Male,Married,33,Third_Party,Sedan-Liability,Sport,20000_to_29000,14,400,1,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jan,3,Thursday,Toyota,Urban,Friday,Jan,4,Male,Married,47,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,11,400,2,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jan,3,Thursday,Chevrolet,Urban,Thursday,Jan,3,Female,Married,58,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,4,400,3,more_than_30,more_than_30,none,more_than_7,51_to_65,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Jan,4,Saturday,Pontiac,Urban,Tuesday,Jan,4,Male,Married,28,Third_Party,Sedan-Liability,Sport,20000_to_29000,11,400,3,more_than_30,more_than_30,more_than_4,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Apr,2,Thursday,Chevrolet,Urban,Friday,May,1,Male,Married,61,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,10,400,4,more_than_30,more_than_30,more_than_4,more_than_7,51_to_65,No,No,External,none,no_change,1-vehicle,1996,Liability,No
May,2,Monday,Saab,Urban,Wednesday,May,2,Male,Married,35,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,2,400,2,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Aug,1,Thursday,Mazda,Urban,Monday,Aug,2,Male,Single,28,Third_Party,Sedan-Collision,Sedan,20000_to_29000,5,400,4,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Apr,2,Monday,Chevrolet,Urban,Thursday,Apr,3,Male,Single,42,Third_Party,Sedan-All_Perils,Sedan,more_than_69000,6,400,2,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1996,All_Perils,No
Jun,4,Tuesday,Pontiac,Rural,Friday,Jul,5,Male,Married,33,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,13,400,1,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Mar,2,Friday,Honda,Urban,Friday,Apr,5,Male,Married,29,Third_Party,Sedan-All_Perils,Sedan,30000_to_39000,16,400,2,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1996,All_Perils,No
May,2,Saturday,Pontiac,Rural,Monday,May,2,Male,Single,28,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,2,400,3,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,none,no_change,3_to_4,1996,Collision,No
Jun,1,Monday,Pontiac,Urban,Wednesday,Jun,2,Male,Married,26,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,14,400,1,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1996,Liability,No
Nov,4,Monday,Honda,Urban,Tuesday,Nov,4,Male,Married,34,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,10,400,4,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Nov,3,Tuesday,Pontiac,Urban,Thursday,Nov,3,Male,Married,45,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,5,400,1,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,Liability,No
Sep,4,Monday,Honda,Urban,Monday,Oct,1,Male,Single,46,Third_Party,Sedan-Collision,Sedan,20000_to_29000,3,400,3,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Apr,3,Monday,Pontiac,Urban,Tuesday,Jun,2,Male,Single,44,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,15,400,2,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
May,2,Thursday,Honda,Urban,Saturday,May,2,Male,Married,47,Third_Party,Sport-Collision,Sport,more_than_69000,7,400,4,more_than_30,more_than_30,2_to_4,5_years,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1996,Collision,No
Apr,3,Wednesday,Pontiac,Urban,Friday,Apr,4,Male,Married,36,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,13,400,1,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Aug,5,Wednesday,Toyota,Urban,Thursday,Sep,1,Female,Married,27,Policy_Holder,Sedan-Liability,Sport,more_than_69000,12,400,4,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1996,Liability,No
Mar,3,Wednesday,Toyota,Urban,Thursday,Mar,4,Male,Married,45,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,16,400,2,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1996,All_Perils,No
Mar,4,Tuesday,Pontiac,Urban,Friday,Apr,1,Male,Single,31,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,4,400,3,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Apr,4,Monday,Toyota,Urban,Monday,Apr,4,Male,Married,68,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,8,400,3,more_than_30,more_than_30,2_to_4,more_than_7,over_65,No,No,External,more_than_5,4_to_8_years,2-vehicles,1996,Liability,No
Sep,4,Sunday,Mazda,Urban,Thursday,Dec,3,Male,Single,29,Policy_Holder,Sport-Collision,Sport,more_than_69000,5,400,3,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Oct,4,Tuesday,Toyota,Urban,Tuesday,Oct,4,Male,Single,24,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,2,400,3,more_than_30,more_than_30,none,4_years,26_to_30,No,No,External,none,no_change,1-vehicle,1996,Collision,No
Apr,1,Thursday,VW,Urban,Thursday,Apr,1,Male,Single,69,Policy_Holder,Sedan-Collision,Sedan,more_than_69000,4,400,2,more_than_30,more_than_30,2_to_4,more_than_7,over_65,No,No,External,1_to_2,no_change,3_to_4,1995,Collision,No
Apr,1,Sunday,Pontiac,Urban,Tuesday,Apr,1,Male,Married,38,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,4,400,2,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Dec,3,Thursday,Pontiac,Urban,Thursday,Dec,3,Male,Married,37,Third_Party,Sedan-Liability,Sport,20000_to_29000,12,400,3,more_than_30,more_than_30,more_than_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jan,1,Tuesday,Chevrolet,Urban,Tuesday,Feb,2,Male,Single,34,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,11,400,3,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Jan,4,Friday,Chevrolet,Urban,Friday,Jan,5,Male,Married,27,Policy_Holder,Sedan-Liability,Sport,more_than_69000,11,400,4,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Feb,3,Monday,Honda,Urban,Friday,Feb,3,Male,Single,0,Policy_Holder,Sedan-Collision,Sedan,more_than_69000,7,400,4,more_than_30,more_than_30,2_to_4,new,16_to_17,No,No,External,none,no_change,1-vehicle,1995,Collision,No
